Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Test,Test_Indicator,Concentration (ug/ml),No_of_Cells (cells/well),Time (hr),Cell_Viability (%)
Au,I,Star,Chitosan,Green Synthesis,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,3.5874
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,4.6338
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,4.0359
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,2.9895
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,1.3453
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,1.1958
Au,I,Sphere,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,97.369
Au,I,Sphere,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,95.658
Au,I,Sphere,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,93.756
Au,I,Sphere,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,92.805
Au,I,Sphere,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,75.689
Au,I,Star,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,99.271
Au,I,Star,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,96.038
Au,I,Star,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,89.952
Au,I,Star,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,82.536
Au,I,Star,Chitosan,Green Synthesis,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,48.875
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,3.4231
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,3.4231
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,3.0428
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,1.9017
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HT29,Colon,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,2.2821
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,93.237
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,74.101
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,20.144
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,21.295
Au,I,Rod,Chitosan,Seed-Mediated Growth Method,Positive,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,,5000,24,15.108
Au,I,Rod,None,Commercial,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,2.5,5000,4,96.783
Au,I,Rod,None,Commercial,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,5,5000,4,69.437
Au,I,Rod,None,Commercial,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,7.5,5000,4,21.716
Au,I,Rod,None,Commercial,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,10,5000,4,15.013
Au,I,Rod,None,Commercial,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,12.5,5000,4,7.7748
Au,I,Rod,None,Commercial,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,15,5000,4,6.9705
Ag,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,10,10000,24,79.17
Ag,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,25,10000,24,63.44
Ag,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,10000,24,66.41
Ag,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,100,10000,24,68.69
Ag,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,200,10000,24,63.25
ZnO,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,10,10000,24,27.99
ZnO,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,25,10000,24,25.73
ZnO,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,10000,24,18.21
ZnO,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,100,10000,24,17.87
ZnO,I,Sphere,None,Commercial,,Caco-2,Colon,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,200,10000,24,14.34
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.3,10000,24,85.833
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.625,10000,24,88.333
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,1.25,10000,24,87.222
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,2.5,10000,24,88.611
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,5,10000,24,44.167
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.3,10000,24,100.56
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.625,10000,24,100.83
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,1.25,10000,24,96.944
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,2.5,10000,24,73.889
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,5,10000,24,33.889
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.3,10000,48,86.28
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.625,10000,48,82.85
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,1.25,10000,48,81.794
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,2.5,10000,48,77.045
Ag,I,Sphere,None,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,5,10000,48,22.691
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.3,10000,48,85.752
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,0.625,10000,48,85.752
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,1.25,10000,48,82.586
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,2.5,10000,48,30.343
Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,Blood,Monocyte,Adult,L,AlamarBlue,AlamarBlue,5,10000,48,13.984
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,30000,3,99.752
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,30000,3,103.22
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,30000,3,99.257
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,30000,3,100.25
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,75,30000,3,97.525
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,30000,3,98.267
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,30000,3,99.01
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,175,30000,3,98.267
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,30000,3,96.535
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,30000,3,97.277
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,30000,3,96.923
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,30000,3,97.788
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,30000,3,100.1
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,30000,3,93.173
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,75,30000,3,94.615
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,30000,3,96.346
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,30000,3,91.442
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,175,30000,3,93.173
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,30000,3,94.615
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,30000,3,96.346
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,30000,6,94.554
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,30000,6,101.73
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,30000,6,100.5
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,30000,6,96.287
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,75,30000,6,95.05
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,30000,6,100.99
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,30000,6,96.535
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,175,30000,6,95.792
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,30000,6,96.04
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,30000,6,96.04
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,30000,6,100.38
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,30000,6,96.923
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,30000,6,101.54
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,30000,6,96.346
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,75,30000,6,100.1
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,30000,6,100.38
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,30000,6,101.54
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,175,30000,6,98.654
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,30000,6,101.25
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,30000,6,100.1
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,30000,24,96.535
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,30000,24,89.109
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,30000,24,99.257
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,30000,24,93.069
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,75,30000,24,99.01
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,30000,24,103.22
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,30000,24,107.67
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,175,30000,24,107.18
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,30000,24,106.19
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,30000,24,96.04
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,30000,24,96.058
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,30000,24,88.558
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,30000,24,98.654
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,30000,24,92.596
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,75,30000,24,98.654
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,30000,24,102.69
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,30000,24,107.31
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,175,30000,24,106.44
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,30000,24,105.87
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,30000,24,95.481
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,5,30000,3,108.02
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,10,30000,3,99.543
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,25,30000,3,102.54
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,50,30000,3,111.02
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,75,30000,3,101.79
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,100,30000,3,106.78
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,150,30000,3,106.78
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,175,30000,3,103.78
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,200,30000,3,111.52
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,300,30000,3,101.79
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,5,30000,3,102.39
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,10,30000,3,103.76
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,25,30000,3,108.99
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,50,30000,3,107.61
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,75,30000,3,112.02
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,100,30000,3,109.82
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,150,30000,3,81.743
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,175,30000,3,111.74
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,200,30000,3,108.44
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,300,30000,3,115.87
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,5,30000,6,93.555
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,10,30000,6,101.29
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,25,30000,6,100.04
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,50,30000,6,98.295
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,75,30000,6,100.04
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,100,30000,6,95.8
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,150,30000,6,100.04
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,175,30000,6,102.54
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,200,30000,6,98.046
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,300,30000,6,94.553
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,5,30000,6,96.881
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,10,30000,6,101.01
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,25,30000,6,104.59
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,50,30000,6,99.633
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,75,30000,6,101.56
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,100,30000,6,94.679
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,150,30000,6,104.04
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,175,30000,6,103.76
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,200,30000,6,107.34
IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,300,30000,6,97.982
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,5,30000,24,108.52
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,10,30000,24,108.02
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,25,30000,24,107.28
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,50,30000,24,105.53
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,75,30000,24,112.77
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,100,30000,24,107.28
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,150,30000,24,104.28
IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,BoneMarrow,Epithelial,Adult,L,NRU,NeutralRed,175,30000,24,98.046
